document_id,coherence_relation,rstdt_relation,rstdt_nuclearity,verb,coreference_type,context,pronominalization,12person,proAntecedent,subject_or_not,non_subject_or_not
wsj_2308,contrast,antithesis,SN,affect,other,"At this point, no other America West flights -- including its new service at San Antonio, Texas; Newark, N.J.; and Palmdale, Calif. -- have been affected by the delays in Boeing deliveries.//Nevertheless, the company's reaction underscores the domino effect that a huge manufacturer such as Boeing can have on other parts of the economy.
It also is sure to help the machinists put added pressure on the company. 

""I just don't feel that the company can really stand or would want a prolonged walkout,"" Tom Baker, president of Machinists' District 751, said in an interview yesterday. ""I don't think their customers would like it very much.""",non pronoun,other,other,not_subject,not_non_subject
wsj_2308,contrast,concession,SN,say,other,"But Mr. Baker said he thinks the earliest a pact could be struck would be the end of this month, hinting that the company and union may resume negotiations as early as this week.//Still, he said, it's possible that the strike could last considerably longer.",pronoun,other,other,not_subject,not_non_subject
wsj_2308,contrast,concession,SN,break,non_subject,"-- Talks have broken off between Machinists representatives at Lockheed Corp. and the Calabasas, Calif., aerospace company.//The union is continuing to work through its expired contract, however.
It had planned a strike vote for next Sunday, but that has been pushed back indefinitely.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1999,contrast,antithesis,SN,say,other,"The company said that the number of access lines dropped slightly in the quarter, a decline attributed to seasonal fluctuations.//For the year, however, access lines in service have increased 5.5%.",non pronoun,other,other,not_subject,not_non_subject
wsj_1376,contrast,antithesis,NS,have,other,"As it turns out, the board has a lot of important members, including Winton Blount (former postmaster general of the U.S.), Mrs. Henry Gaisman (widow of the inventor of auto-strop razor) and Vincent Murphy (an investment banker at Merrill Lynch & Co.)//But Mrs. Boehm didn't mention any of them.",non pronoun,other,other,not_subject,not_non_subject
wsj_1376,contrast,concession,SN,be,other,"With the fall social season well under way, name-droppers are out in force, trying to impress their betters and sometimes put down their lessers.//But the truth is that almost everyone, from real-estate agents to city fathers, name-drops; and a surprising number of people have an ancient uncle who claims he lived next door to the cartoonist who did the Katzenjammer Kids. (In case you have forgotten, his name was Rudolph Dirks.)",non pronoun,other,other,not_subject,not_non_subject
wsj_1376,contrast,concession,SN,'s,non_subject,"""It's the one-upsmanship of name-dropping that counts.""//But name-dropping has other benefits, often civic.
In the name of civic pride and from the desire to nullify a negative image, some city promoters seek to link their municipality with the most recognizable names the city has to offer. 

Take Cleveland.
It has gotten a bad rep because its once heavily polluted Cuyahoga River caught fire, because former Mayor Ralph Perk set his hair on fire with an acetylene torch and because its proposed Rock 'n' Roll Hall of Fame was recently refused an urban-development grant.
Some people call it ""The Mistake on the Lake"" -- Lake Erie, that is. 

""It helps to point out how many important people came through Cleveland on their way to the top,"" says George Miller, executive director of the New Cleveland Campaign, a nonprofit organization devoted to citing the city's strengths. 

Mr. Miller notes that actor Paul Newman's family owned a sporting-goods store in Cleveland, that the late actress Margaret Hamilton, who played the bad witch in ""The Wizard Of Oz,"" once ran a nursery school in Cleveland and that comedian Bob Hope's father, a stonemason, once worked on a church next to Severence Hall, Cleveland's main concert hall. ""Power names like that don't hurt the city's reputation,"" Mr. Miller says. 

In Hollywood, an average family can gain cachet from moving into a home vacated by the famous or near famous. ""Why we even just sold a three-bedroom house in Van Nuys and were able to keep the price firm in a weak real-estate market by noting that the original Lone Ranger lived there,"" says David Rambo, a sales associate with Jon Douglas Co., a Los Angeles real-estate agency. ""Most people can't even remember his name."" (It is John Hart.) 

Mr. Rambo says that a 3.2-acre property overlooking the San Fernando Valley is priced at $4 million because the late actor Erroll Flynn once lived there. ""If Flynn hadn't lived there, the property might have been priced $1 million lower,"" says Mr. Rambo, noting that Flynn's house has been bulldozed, and only the swimming pool remains.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1376,contrast,antithesis,SN,admit,subject,"He admits he has no story on any of them on these occasions.//""But it does get him to return my calls, and it makes me feel better for the times he's given me the brushoff,"" Mr. Kessler says.",non pronoun,FALSE,TRUE,subject,not_non_subject
wsj_1376,contrast,Contrast,NN,know,other,Now they know who you mean and you know who you mean.//But no one else does.,non pronoun,other,other,not_subject,not_non_subject
wsj_1930,contrast,Contrast,NN,FACING,other,"INSURERS ARE FACING billions of dollars in damage claims from the California quake.//But most businesses in the Bay area, including Silicon Valley, weren't greatly affected.
Computer and software companies in the region are expecting virtually no long-term disruption in shipments.
Also, investors quickly singled out stocks of companies expected to profit or suffer from the disaster.",non pronoun,other,other,not_subject,not_non_subject
wsj_1930,contrast,Contrast,NN,clear,other,A bill giving the Transportation Department the power to block airline leveraged buy-outs cleared a House panel.//But Secretary Skinner said he would urge Bush to veto the bill.,non pronoun,other,other,not_subject,not_non_subject
wsj_1135,contrast,Contrast,NN,reiterate,subject,The proposal reiterates the U.S. desire to scrap or reduce a host of trade-distorting subsidies on farm products.//But it would allow considerable flexibility in determining how and when these goals would be achieved.,pronoun,FALSE,FALSE,subject,not_non_subject
wsj_0688,contrast,antithesis,NS,maintain,other,"Field offices at New Orleans; Houston; Denver; Midland, Tex.; Bakersfield, Calif.; Oklahoma City; and Liberal, Kan., will be maintained.//But the staffs at some of those locations will be slashed while at others the work force will be increased.",non pronoun,other,other,not_subject,not_non_subject
wsj_0688,contrast,Contrast,NN,reduce,other,"For instance, employment in Denver will be reduced to 105 from 430.//But on the West Coast, where profitable oil production is more likely than in the midcontinent region, the Bakersfield, Calif., office staff of 130 will grow by 175 to 305.",non pronoun,other,other,not_subject,not_non_subject
wsj_1349,contrast,antithesis,SN,be,other,"Given California's size and political importance, the White House is eager to appear generous.//But in private meetings yesterday, Budget Director Richard Darman argued that only $1.5 billion in new federal appropriations are needed to supplement existing resources.
A White House budget office analysis estimates that $500 million -- or half the level in the committee bill -- is needed for highway assistance to meet California's needs, and the administration rejects the notion that new appropriations are needed to finance disaster loans by the Small Business Administration. 

""Everybody appreciates that it is a national disaster and that we've got to address it,"" said Mr. Darman, who came to the Capitol to meet with Mr. Whitten and California lawmakers before the committee session. ""I would hope very much that we wouldn't end up in a kind of situation where you have a bidding war and then a veto threat."" 

Although this White House pressure was clearly a factor among committee Republicans, no single influence was greater than Mr. Whitten.
A master of pork-barrel politics, he had crafted the $2.85 billion package in vintage style and used the full force of his chairmanship to keep the proposal intact and dismiss any alternative. 

When Mr. Fazio offered the California-backed $3.84 billion plan, Mr. Whitten insisted that the full 14 pages be read aloud by the panel's clerk to underscore the range of legislative changes also sought by the delegation.
On the chairman's motion, the California package was subsequently reduced to less-binding report language, and even when this was accepted as such on a voice vote, Mr. Whitten pointedly opposed it.",non pronoun,other,other,not_subject,not_non_subject
